match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9433108,r1,9701,0.7717301616,0.3548387097,0.4019607843,0.7142857143,0.5061728395,170.4666667,0.01477832512,0.3,159.4,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516674,r1,30435,0.4381572659,0.6086956522,0.7065217391,0.7,1,160.3636364,0.8039215686,0.9,167,0,25,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684506,r1,12389,0.7183481725,0.5,0.5,0,0.04761904762,167.5714286,1,,143.75,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9167927,r1,209,0.2349639388,9,7.5,2,21,127.5,101,,141.8888889,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433885,r1,8987,0.4769246614,1.066666667,1.032967033,0.9090909091,1,167.5,0.01440485216,0.3047619048,164.1333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433899,r1,7727,0.4424858805,0.8214285714,0.8557692308,1,1.975609756,166.2666667,0.7524752475,2.142857143,157.4666667,0,80,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087147,r1,76,0.6556393467,0.6,0.780952381,0.8,0.2079207921,163.875,1,0.5617977528,146.0666667,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457664,r1,42573,0.5204190768,1.615384615,1.49122807,2,61,148.6,1.480769231,,167.2666667,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9097395,r1,23750,0.1919827634,2.857142857,2,3,61,144,101,,143.125,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9271800,r1,47480,0.3781243862,1.6,0.8857142857,1.142857143,1.487804878,132,0.911308204,6.564102564,148.3333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087042,r1,27,0.5376431801,1.125,0.9344262295,1.055555556,1.975609756,154.7142857,1,1.180555556,166.6666667,0,40,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457510,r1,47529,0.3374404032,1.076923077,1.576923077,2.2,3.857142857,157.9615385,3.884615385,4.25,164.8333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085040,r1,9967,0.5446485661,0.8571428571,1.175,0.8333333333,0.6721311475,154.25,1.492610837,1.245762712,164.6,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085418,r1,10576,0.4118687472,1.25,1.435483871,1.222222222,0.3442622951,161.9375,63.5,3.428571429,172.6,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9331398,r1,12634,0.4475930651,1.181818182,0.8157894737,0.2,1.327868852,165.1,1,0.3596938776,138.0714286,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272507,r1,33921,0.5837553122,1.208333333,1.038961039,1.333333333,1,140.1666667,1.492610837,0.2857142857,166.7333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9225376,r1,48,0.3478306118,1.25,1.367816092,1.7,2.463414634,,1,2.038095238,162.7333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516338,r1,30414,0.4574384705,0.7666666667,1.075268817,1.307692308,0.5061728395,154.7333333,0.009900990099,0.4137931034,170.9333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9440493,r1,55,0.3378076562,1.705882353,1.316455696,1.3125,1,164.4666667,1,4.235294118,170.7333333,0,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457447,r1,40298,0.5214853289,0.8235294118,1.14084507,0.9090909091,1.975609756,157,1.980392157,0.5675675676,158.1818182,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9077011,r1,42573,0.5255453221,1.105263158,0.7058823529,0.875,1.487804878,133.3333333,1.492610837,3.307692308,167.1666667,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085355,r1,9701,0.6528160295,0.5555555556,0.6732673267,0.625,0.512195122,146.3,34.33333333,0.64,165.8,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9076997,r1,47529,0.6470848567,0.5789473684,0.6,1.2,0.4059405941,127.0333333,1,1.627906977,160.4,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9587136,r1,36084,0.4091817626,0.8518518519,0.75,1.4,1,153.9166667,61,1.903225806,163.9333333,0,75,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8887801,r1,33928,0.3561686032,0.9545454545,1.063291139,1.6,1,161.75,51,0.9196428571,168,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684667,r1,15301,0.7651260804,0.4482758621,0.63,0.3636363636,0.603960396,135.375,1,1.306306306,158.5384615,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9330789,r1,11283,0.3173870638,3.5,3.8125,4,0.6721311475,157.25,51,0.3358208955,139,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9098844,r1,188,0.4083342351,1.846153846,1.94,1.428571429,1,140.9,58.14285714,0.9841269841,122.9333333,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9331335,r1,14454,0.4595050468,1.5,1.288461538,6,1,158.3181818,1,5.75,144.8333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085187,r1,7258,0.4374284405,1.473684211,0.9157894737,0.5294117647,1.327868852,147.65,61,3.102272727,161.6,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051104,r1,40564,0.5033752447,0.8888888889,0.8734177215,0.75,1,172.2666667,1.324675325,0.3333333333,169.9285714,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9271730,r1,47480,0.4588708401,1.095238095,1.02739726,0.9090909091,1.327868852,163.6666667,67.66666667,2.034246575,154.3076923,1,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051048,r1,40564,0.4998640594,0.6,0.7555555556,2.6,1.952380952,169.4666667,0.5770676692,1.045454545,163.3846154,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407782,r1,48943,0.6252971995,0.9166666667,0.5840707965,0.6666666667,1,168.5,101,0.1654135338,138.7142857,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272542,r1,33935,0.6687348422,1.071428571,0.85,0.9230769231,0.5061728395,158.7142857,0.3399339934,0.3255813953,158.1333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9377339,r1,48,0.52233858,1.114285714,0.9203539823,1.352941176,1,200.2857143,1,2.53125,153.9333333,0,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8950780,r1,55,0.37431037,1.133333333,0.7844827586,1.909090909,2.463414634,150.2222222,101,1.380645161,153,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9290917,r1,55,0.4344178741,2.222222222,3.347826087,4.5,1.196078431,134.9333333,61,3.254901961,175.2,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084655,r1,6698,0.5829743418,1.5,1.717391304,0.7857142857,1.487804878,162.4,4.80952381,8.153846154,171.3333333,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516569,r1,36014,0.6356227039,0.9677419355,0.775,0.8125,1,185.75,1,0.2083333333,174.8666667,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085215,r1,8917,0.4050090948,0.9166666667,1.111111111,1.454545455,1,165.5833333,0.02912621359,1.5,174.4,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9292569,r1,34,0.3708159987,1.043478261,1.042553191,1.272727273,0.7530864198,162,1,5.266666667,167.7333333,0,20,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272738,r1,33935,0.4504605713,1.777777778,1.75862069,0.6,1,142.8666667,101,0.5072463768,157.1333333,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9331216,r1,14454,0.5867445343,1.266666667,0.7910447761,0.8571428571,1.487804878,125.8571429,1.980392157,0.3043478261,135.2857143,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128356,r1,30407,0.6588112967,0.96,0.7865168539,1,1,,1,1.210526316,159.9333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516807,r1,48334,0.4909686504,1.413793103,0.9834710744,1.142857143,0.6721311475,175.5,0.0243902439,4.973684211,186.4,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9377318,r1,62,0.3712574457,1.161290323,0.9469026549,1.315789474,1.975609756,162.5,43.85714286,2.12962963,154.1333333,1,75,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084613,r1,7727,0.5763426422,0.5769230769,0.5194805195,1.25,0.5061728395,152,0.01185770751,4.111111111,175.9230769,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9330705,r1,12389,0.547171992,1.666666667,0.7333333333,0,1.975609756,175,1,3.666666667,151.6666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9717518,r1,48,0.6893770733,0.4651162791,0.6923076923,0.8666666667,1.655737705,139,1,0.3130434783,153.4,0,40,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433535,r1,8056,0.7503457928,0.5806451613,0.5660377358,0.4,1.952380952,164.1923077,51,0.4285714286,158.5333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9692451,r1,216,0.4098161442,1.375,1.191489362,0.2857142857,1,160.3333333,0.009900990099,7.722222222,162.5333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9489451,r1,46731,0.499820661,0.5319148936,0.8474576271,1.076923077,1,160.5333333,0.01129943503,0.5299145299,148,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272549,r1,33956,0.5590345066,0.9230769231,0.8720930233,0.2857142857,0.3442622951,162.6363636,1,0.4468085106,159.2666667,1,25,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9539718,r1,62,0.387892045,0.9375,0.7787610619,2.8,3.857142857,139.4666667,1.492610837,1.964285714,156.7333333,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516779,r1,30421,0.3470613267,1.111111111,0.9056603774,2.6,1,165.75,1,0.3783783784,175.0666667,0,80,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8887780,r1,33928,0.4545096625,0.9545454545,1.050632911,1.8,1,158.7777778,51,0.9196428571,168,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9220070,r1,41,0.7271311535,0.8064516129,1,0.5384615385,0.3442622951,153.5,1,2.776119403,131.8,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407733,r1,48929,0.4437414671,1,1,1.181818182,1.487804878,143.25,0.01960784314,1.568627451,144.2,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9076822,r1,40298,0.5726332252,1,1.4,0.5,1,118.5,1,,,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051097,r1,44904,0.3212457512,0.9473684211,0.746835443,1.625,1.24691358,168.9333333,0.7041420118,2.993548387,174.3333333,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9484593,r1,40564,0.5049109272,0.6296296296,0.7849462366,1,1.487804878,,1,0.3555555556,185.4,0,80,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128426,r1,30428,0.4495246827,1.08,1.098591549,1.875,0.6721311475,167.3,0.8039215686,5.526315789,171.2666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085278,r1,7727,0.4965521073,1.125,0.7692307692,1.5,1.487804878,154.6428571,0.0171990172,1.088435374,164.6,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9271695,r1,47501,0.3493835075,1.615384615,1.673469388,0.9090909091,2.904761905,162,1,3.476190476,156.1538462,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684051,r1,11591,0.5394908037,1.785714286,2.045454545,0,0.6721311475,139.75,1,0.2448979592,151.3,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516443,r1,30421,0.4540841446,1.173913043,1.291139241,0.8666666667,1,143.8666667,0.009900990099,3.333333333,175.6,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085327,r1,6698,0.4458366362,1.5,0.8817204301,1.25,1.327868852,165.5833333,0.3399339934,0.4744897959,160.6,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128552,r1,30393,0.4484698907,0.8928571429,0.8118811881,0.5714285714,0.7530864198,161.75,0.504950495,0.8405797101,159.6,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9076983,r1,40298,0.7622886638,0.1428571429,0.6140350877,0.7777777778,0.01639344262,163.25,1,,181.25,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084956,r1,8182,0.4104516519,0.7826086957,1.144578313,0.6923076923,1.487804878,167.7,0.01234567901,2.23655914,161.5333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9725764,r1,55,0.3448718214,0.6571428571,0.625,1.857142857,1.327868852,150.1923077,101,0.5476190476,186.5333333,0,80,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433157,r1,7258,0.6120864062,0.8846153846,0.7857142857,0.3846153846,0.2592592593,150.2727273,0.01547116737,0.1121495327,156.4,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457482,r1,45072,0.435746943,1.235294118,0.9508196721,0.1666666667,1.487804878,152.8636364,0.7536945813,0.8444444444,170.8571429,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9097178,r1,202,0.4106477817,0.8,1,1.5,101,153.1,101,,185,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085362,r1,8182,0.6275907159,1.578947368,0.8725490196,0.7857142857,0.3442622951,161.9375,63.5,0.4897959184,172.6,0,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9097185,r1,216,0.2412749273,4.666666667,4.217391304,4,0.8039215686,153.1,1,1.428571429,156.2857143,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457419,r1,35790,0.4745161554,1,0.9879518072,0.7,1.24691358,149.1333333,2.463414634,1.944444444,176,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684786,r1,15497,0.4954517599,1.5,2.083333333,1.25,1.487804878,135.375,101,10,141.75,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272493,r1,33963,0.5484303621,0.7931034483,0.9625,0.6153846154,1,138.875,1,3.5,159.2666667,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272703,r1,33942,0.4184093011,1.272727273,0.8850574713,1.1,3.857142857,156.7083333,0.01960784314,0.2738095238,158.2,1,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9388511,r1,17583,0.5326769982,1.375,0.8636363636,0.7777777778,1.952380952,139,41,1.5,149.4666667,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9262231,r1,36070,0.409809384,1.2,0.9,1,1.327868852,146.2,0.504950495,1.25,152.3333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087168,r1,27,0.203684091,1.631578947,1.232323232,2.833333333,1.487804878,163.875,101,1.62962963,161.6,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087210,r1,48,0.3184718003,1.894736842,1.232323232,2.833333333,1.487804878,156.3333333,1,2.518518519,170.3333333,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433178,r1,9876,0.5899553061,0.575,0.6666666667,1,1.975609756,147.3333333,0.7299729973,0.6637931034,157,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051195,r1,40578,0.5760789418,1.052631579,1.123287671,1.5,41,167.35,51,,164.0714286,1,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433150,r1,8987,0.649287581,1.041666667,1.171052632,0.6923076923,0.3442622951,154.0357143,0.3145468393,2.538461538,176.1333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128496,r1,30407,0.3610085662,0.9677419355,0.9247311828,0.7857142857,1.487804878,164.125,1,0.8717948718,149.6666667,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8938341,r1,20,0.5518265905,0.5238095238,0.9903846154,0.8076923077,1.975609756,151.5666667,0.009900990099,1.959459459,163.8666667,1,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084662,r1,8987,0.6785920728,0.4705882353,0.568627451,1,0.6721311475,147.7692308,0.01315789474,0.4756097561,164,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128398,r1,30435,0.5152273545,0.9,0.78,1.5,0.6721311475,130,1,1.779661017,171.2666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457608,r1,35790,0.7494671685,0.4583333333,0.5777777778,0.5,0.2592592593,152.3333333,0.504950495,0.2692307692,152.9,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9097269,r1,22784,0.3307383968,1.333333333,2.066666667,2,21,154.1666667,1,,138,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9440563,r1,48,0.4651031346,1.121212121,1.216981132,1,0.3442622951,145.625,0.009900990099,0.2869565217,171.4666667,1,20,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457377,r1,45072,0.6457574667,0.3333333333,0.3432835821,0.1428571429,41,140.9,41,,158.6,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087091,r1,20,0.5047463461,0.7037037037,0.9705882353,0.25,0.4059405941,166.0666667,1,0.4455445545,162.2,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272388,r1,33914,0.4841521477,0.8695652174,0.8235294118,0.8823529412,1.487804878,155.9666667,64.63636364,0.7878787879,161.6,1,25,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9680222,r1,47487,0.5245689557,1,1.116883117,0.7272727273,2.428571429,149.45,0.01960784314,3,148.5,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272682,r1,33921,0.5082643807,1.090909091,0.962962963,0.7692307692,1,154.9333333,58.14285714,1.96,164.0666667,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9077039,r1,40298,0.3723415907,1.227272727,0.9264705882,1.8,0.603960396,142.4333333,1.588235294,1.772151899,161.75,1,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9586961,r1,38814,0.4420019333,0.9375,1.036144578,2,0.3442622951,157.0666667,1.226244344,0.2242990654,166.5333333,0,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9344313,r1,23113,0.5294668824,0.6363636364,0.6578947368,0.8,1,152.2857143,101,0.6666666667,160.2,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051160,r1,40550,0.3893597468,1.909090909,1.353846154,0.3333333333,1,164,1,3.130434783,179,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9250394,r1,90,0.7257778659,0.09090909091,0.24,0.25,0.0243902439,140,0.01960784314,,154,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9331377,r1,14860,0.4147473149,1.875,1.228571429,0.7333333333,1,160,101,0.1844660194,174.6,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9849650,r1,76,0.2789300627,2.272727273,1.246575342,0.6,1.487804878,160.25,1,0.6666666667,154.4666667,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9725778,r1,55,0.4119882032,0.5,0.7168141593,1.533333333,1.975609756,188.375,1,0.4256198347,185.8666667,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
